id,name,test_horse_flag,level,clazz,affiliation,lank,ground,distance,father,mother,sex,strategy,big_flag,growth,growth_type,color,h_color,h_mask,s_roll,power,turbo,dexterous,corner,rack,character,nature,popularity,caution_horse,speed,stamina,race_entry_type
1688,ホッコーパドゥシャ,FALSE,1,0 ,1 ,6 ,1 ,3 ,マヤノトップガン,ネスカベミューズ,1 ,2 ,0 ,99 ,0 ,4 ,1883420160 ,-1 ,-1 ,37 ,76 ,58 ,1 ,35 ,33 ,89 ,40 ,FALSE,126 ,123 ,0 
1689,ホットシークレット,FALSE,5,0 ,1 ,7 ,1 ,5 ,ハンティングホーク,スダナデシコ,0 ,1 ,1 ,107 ,0 ,3 ,1890598187 ,-1 ,-1 ,56 ,23 ,96 ,3 ,49 ,35 ,86 ,55 ,FALSE,132 ,172 ,0 
1690,ポップロック,FALSE,3,0 ,1 ,7 ,1 ,4 ,エリシオ,ポップス,1 ,3 ,0 ,104 ,0 ,3 ,1880114355 ,-1 ,-1 ,39 ,58 ,48 ,3 ,49 ,67 ,99 ,46 ,FALSE,130 ,140 ,0 
1691,ボディーガード,FALSE,2,5 ,2 ,7 ,3 ,2 ,トウショウボーイ,ミスイエロー,1 ,2 ,0 ,73 ,0 ,3 ,1883260999 ,-1 ,-1 ,76 ,73 ,40 ,3 ,70 ,29 ,94 ,61 ,FALSE,136 ,112 ,0 
1692,ホマレオーカン,FALSE,1,0 ,1 ,6 ,1 ,3 ,サクラユタカオー,ゴールドムーン,1 ,2 ,0 ,109 ,0 ,4 ,1879049732 ,-1 ,-1 ,38 ,52 ,49 ,2 ,46 ,30 ,41 ,49 ,FALSE,129 ,124 ,0 
1693,ポリシーメイカー,FALSE,4,3 ,10 ,7 ,1 ,4 ,サドラーズウェルズ,Palmeraie,1 ,2 ,0 ,55 ,0 ,3 ,1882403601 ,-1 ,-1 ,67 ,43 ,56 ,3 ,45 ,56 ,62 ,57 ,FALSE,140 ,144 ,0 
1694,ホリノウイナー,FALSE,1,5 ,2 ,6 ,3 ,2 ,ニホンピロウイナー,ハードエントリー,1 ,3 ,0 ,114 ,0 ,3 ,1883458304 ,-1 ,-1 ,60 ,89 ,48 ,3 ,56 ,67 ,41 ,44 ,FALSE,141 ,105 ,0 
1695,ホリノライデン,FALSE,2,0 ,1 ,6 ,1 ,1 ,ブレイヴェストローマン,ブルーエバート,1 ,3 ,0 ,117 ,0 ,4 ,1883523840 ,-1 ,-1 ,23 ,86 ,36 ,1 ,16 ,44 ,95 ,46 ,FALSE,152 ,74 ,0 
1696,ボルジア,FALSE,8,3 ,10 ,8 ,1 ,4 ,アカテナンゴ,Britannia,2 ,2 ,0 ,63 ,0 ,3 ,1879054404 ,-1 ,-1 ,69 ,38 ,88 ,3 ,78 ,65 ,81 ,86 ,FALSE,144 ,182 ,0 
1697,ボルショイ,FALSE,8,3 ,10 ,8 ,1 ,1 ,ロイヤルアカデミーII,Crimson Saint,0 ,2 ,0 ,80 ,0 ,4 ,0 ,-1 ,-1 ,89 ,40 ,37 ,3 ,80 ,66 ,78 ,67 ,FALSE,188 ,98 ,0 
1698,ボレアス,FALSE,2,0 ,1 ,6 ,2 ,2 ,ディープインパクト,クロウキャニオン,1 ,2 ,0 ,79 ,0 ,3 ,1890598187 ,-1 ,-1 ,73 ,74 ,41 ,3 ,58 ,31 ,55 ,33 ,FALSE,127 ,114 ,0 
1699,ホワイトアロー,FALSE,1,0 ,1 ,6 ,1 ,3 ,ベストブラッド,キョクトウルンルン,1 ,3 ,0 ,100 ,0 ,2 ,1879051622 ,-1 ,-1 ,22 ,68 ,50 ,2 ,33 ,72 ,87 ,42 ,FALSE,120 ,125 ,0 
1700,ホワイトカーニバル,FALSE,1,0 ,1 ,6 ,1 ,1 ,ミシル,イエローブルーム,2 ,2 ,0 ,71 ,0 ,2 ,1883243092 ,-1 ,-1 ,39 ,92 ,35 ,3 ,67 ,55 ,50 ,69 ,FALSE,149 ,74 ,0 
1701,ホワイトストーン,FALSE,3,0 ,1 ,7 ,1 ,3 ,シービークロス,ワイングラス,1 ,2 ,0 ,103 ,0 ,2 ,1882403174 ,-1 ,-1 ,39 ,70 ,49 ,3 ,34 ,34 ,44 ,58 ,FALSE,124 ,137 ,0 
1702,ホワイトハート,FALSE,4,3 ,20 ,8 ,3 ,4 ,グリーンデザート,Barari,0 ,3 ,0 ,78 ,0 ,4 ,1889580099 ,-1 ,-1 ,63 ,49 ,45 ,3 ,66 ,61 ,73 ,62 ,FALSE,144 ,170 ,0 
1703,ホワイトマズル,FALSE,6,3 ,10 ,8 ,1 ,4 ,ダンシングブレーヴ,Fair of the Furze,1 ,3 ,0 ,47 ,0 ,3 ,1889580099 ,-1 ,-1 ,68 ,52 ,72 ,3 ,80 ,69 ,81 ,70 ,FALSE,166 ,170 ,0 
1704,マークオブエステーム,FALSE,8,3 ,10 ,8 ,1 ,4 ,ダルシャーン,Homage,1 ,3 ,0 ,45 ,0 ,3 ,1879048226 ,-1 ,-1 ,81 ,40 ,78 ,3 ,68 ,45 ,79 ,87 ,FALSE,165 ,149 ,10 
1705,マーシュサイド,FALSE,4,3 ,20 ,8 ,3 ,4 ,ゴーンウエスト,Colonial Play,1 ,3 ,0 ,65 ,0 ,4 ,1879048192 ,-1 ,-1 ,54 ,48 ,56 ,3 ,54 ,41 ,78 ,67 ,FALSE,148 ,165 ,0 
1706,マーブルチーフ,FALSE,1,0 ,1 ,7 ,1 ,3 ,チーフベアハート,レアシングチェリー,1 ,2 ,0 ,108 ,0 ,5 ,1879066949 ,-1 ,-1 ,40 ,73 ,38 ,2 ,50 ,90 ,93 ,64 ,FALSE,122 ,123 ,0 
1707,マーベラスクラウン,FALSE,7,0 ,1 ,8 ,1 ,4 ,ミスワキ,モリタ,0 ,2 ,0 ,68 ,0 ,5 ,1882206294 ,4 ,-1 ,37 ,89 ,94 ,3 ,92 ,47 ,98 ,74 ,FALSE,166 ,162 ,0 
1708,マーベラスサンデー,FALSE,8,0 ,1 ,8 ,1 ,3 ,サンデーサイレンス,モミジダンサー,1 ,3 ,0 ,65 ,0 ,5 ,1882206294 ,4 ,-1 ,45 ,82 ,67 ,3 ,82 ,65 ,82 ,82 ,FALSE,160 ,132 ,0 
1709,マーベラスタイマー,FALSE,1,0 ,1 ,7 ,1 ,4 ,モガミ,シマノリマンド,1 ,1 ,0 ,109 ,0 ,3 ,1882206294 ,-1 ,-1 ,21 ,69 ,58 ,1 ,39 ,72 ,54 ,72 ,FALSE,120 ,140 ,0 
1710,マーリン,FALSE,6,3 ,20,8 ,3 ,3 ,ソードダンス,Syrian Summer,1 ,3 ,0 ,63 ,0 ,3 ,2 ,-1 ,-1 ,79 ,55 ,65 ,3 ,38 ,61 ,83 ,69 ,FALSE,160 ,139 ,20
1711,マイシーズン,FALSE,1,5 ,2 ,6 ,2 ,2 ,ホワイトマズル,マダムポンパドール,1 ,2 ,0 ,119 ,0 ,3 ,1879062790 ,-1 ,-1 ,54 ,59 ,41 ,3 ,30 ,38 ,12 ,44 ,FALSE,132 ,115 ,0 
1712,マイシンザン,FALSE,1,0 ,1 ,7 ,1 ,3 ,ミホシンザン,ファイブソロン,1 ,3 ,0 ,65 ,0 ,3 ,1879054163 ,-1 ,-1 ,28 ,58 ,64 ,3 ,91 ,40 ,82 ,83 ,FALSE,126 ,125 ,0 
1713,マイスーパーマン,FALSE,1,0 ,1 ,6 ,1 ,2 ,ノノアルコ,ムサシホワイト,1 ,2 ,0 ,118 ,0 ,3 ,1879054163 ,-1 ,-1 ,24 ,46 ,49 ,1 ,66 ,27 ,86 ,57 ,FALSE,141 ,99 ,0 
1714,マイスタージンガー,FALSE,1,0 ,1 ,6 ,1 ,2 ,スリルショー,ダイナハミング,1 ,3 ,0 ,83 ,0 ,3 ,1879094279 ,-1 ,-1 ,37 ,84 ,41 ,1 ,31 ,42 ,98 ,68 ,FALSE,143 ,101 ,0 
1715,マイソールサウンド,FALSE,2,0 ,1 ,7 ,1 ,3 ,タマモクロス,チアズスミレ,1 ,3 ,0 ,112 ,0 ,5 ,1881418803 ,-1 ,-1 ,44 ,70 ,58 ,1 ,59 ,34 ,68 ,43 ,FALSE,117 ,134 ,0 
1716,マイターン,FALSE,3,0 ,1 ,7 ,2 ,4 ,サクラチヨノオー,フミノアミューズ,1 ,1 ,0 ,116 ,0 ,3 ,1879311718 ,-1 ,-1 ,80 ,90 ,53 ,2 ,37 ,29 ,98 ,63 ,FALSE,102 ,165 ,0 
1717,マイティーフォース,FALSE,1,0 ,1 ,6 ,1 ,3 ,テンパレートシル,グレースアサシー,1 ,2 ,0 ,36 ,0 ,0 ,1881185570 ,-1 ,-1 ,23 ,41 ,56 ,1 ,52 ,58 ,14 ,42 ,FALSE,127 ,129 ,0 
1718,マイニングレディ,FALSE,1,0 ,1 ,6 ,2 ,3 ,マイニング,アイアンレディ,2 ,2 ,0 ,75 ,0 ,3 ,1879053619 ,-1 ,-1 ,78 ,63 ,59 ,1 ,12 ,73 ,50 ,52 ,FALSE,103 ,173 ,0 
1719,マイネイサベル,FALSE,2,0 ,1 ,7 ,1 ,2 ,テレグノシス,マイネレジーナ,2 ,2 ,0 ,88 ,0 ,3 ,1883324436 ,-1 ,-1 ,33 ,86 ,40 ,3 ,33 ,32 ,92 ,56 ,FALSE,139 ,108 ,0 
1720,マイネカンナ,FALSE,1,0 ,1 ,6 ,1 ,2 ,アグネスタキオン,タカラカンナ,2 ,4 ,0 ,100 ,0 ,5 ,1883324436 ,-1 ,-1 ,32 ,71 ,43 ,3 ,62 ,70 ,41 ,43 ,FALSE,140 ,96 ,0 
1721,マイネサマンサ,FALSE,1,0 ,1 ,6 ,1 ,2 ,ディアブロ,アオエトウショウ,2 ,3 ,0 ,99 ,0 ,3 ,1883324436 ,-1 ,-1 ,20 ,88 ,35 ,3 ,63 ,28 ,57 ,67 ,FALSE,134 ,100 ,0 
1722,マイネソーサリス,FALSE,1,0 ,1 ,6 ,1 ,3 ,ブライアンズタイム,マイネマジック,2 ,2 ,0 ,89 ,0 ,5 ,1883324436 ,-1 ,-1 ,38 ,73 ,44 ,2 ,55 ,29 ,40 ,54 ,FALSE,121 ,125 ,0 
1723,マイネヌーヴェル,FALSE,1,0 ,1 ,6 ,1 ,2 ,ブライアンズタイム,マイネプリテンダー,2 ,2 ,0 ,86 ,0 ,4 ,1883324436 ,-1 ,-1 ,23 ,84 ,40 ,1 ,58 ,35 ,84 ,59 ,FALSE,134 ,104 ,0 
1724,マイネルアムンゼン,FALSE,2,0 ,1 ,6 ,1 ,2 ,ペンタイア,ダイナマッケンジー,1 ,2 ,0 ,119 ,0 ,3 ,1883324436 ,-1 ,-1 ,32 ,53 ,42 ,2 ,64 ,26 ,90 ,43 ,FALSE,143 ,101 ,0 
1725,マイネルアワグラス,FALSE,1,0 ,1 ,6 ,2 ,3 ,ブライアンズタイム,マイネプリテンダー,1 ,3 ,0 ,104 ,0 ,3 ,1883324436 ,-1 ,-1 ,64 ,70 ,50 ,3 ,39 ,44 ,30 ,44 ,FALSE,115 ,136 ,0 
1726,マイネルエテルネル,FALSE,2,2 ,1 ,6 ,1 ,1 ,タマユズ,Ｆｏｒ Ｅｖｖａ Ｓｉｌｃａ,1 ,3 ,0 ,11 ,0 ,5 ,1883324436 ,-1 ,-1 ,35 ,96 ,41 ,1 ,86 ,45 ,48 ,69 ,FALSE,153 ,71 ,0 
1727,マイネルキッツ,FALSE,3,0 ,1 ,8 ,1 ,5 ,チーフベアハート,タカラカンナ,1 ,3 ,0 ,110 ,0 ,5 ,1883324436 ,-1 ,-1 ,48 ,58 ,67 ,3 ,66 ,32 ,65 ,29 ,FALSE,139 ,163 ,0 
1728,マイネルキャッスル,FALSE,3,5 ,2 ,7 ,3 ,1 ,カブラヤオー,シロヤマハヤテ,1 ,1 ,0 ,77 ,0 ,3 ,1883324436 ,-1 ,-1 ,58 ,94 ,41 ,1 ,54 ,40 ,48 ,45 ,FALSE,158 ,76 ,0 
1729,マイネルクラシック,FALSE,1,5 ,2 ,6 ,2 ,2 ,ラシアンルーブル,キスミートウショウ,1 ,2 ,0 ,86 ,0 ,4 ,1883308052 ,-1 ,-1 ,75 ,44 ,39 ,2 ,47 ,74 ,83 ,45 ,FALSE,129 ,111 ,0 
1730,マイネルコンドル,FALSE,1,0 ,1 ,6 ,1 ,2 ,ロドリゴデトリアーノ,ビッグコンドル,1 ,1 ,0 ,33 ,0 ,4 ,1883324436 ,-1 ,-1 ,18 ,85 ,24 ,2 ,32 ,42 ,68 ,61 ,FALSE,140 ,103 ,0 
1731,マイネルコンバット,FALSE,3,0 ,1 ,8 ,2 ,3 ,コマンダーインチーフ,プリンセススマイル,1 ,3 ,0 ,111 ,0 ,3 ,1883324436 ,-1 ,-1 ,84 ,69 ,59 ,2 ,62 ,33 ,40 ,36 ,FALSE,130 ,137 ,0 
1732,マイネルシーガル,FALSE,2,0 ,1 ,7 ,1 ,2 ,ゼンノエルシド,エイシンアイノウタ,1 ,2 ,0 ,66 ,0 ,4 ,1883324436 ,-1 ,-1 ,41 ,83 ,45 ,2 ,35 ,27 ,39 ,53 ,FALSE,131 ,109 ,0 
1733,マイネルジャパン,FALSE,1,0 ,1 ,6 ,1 ,1 ,スキャン,マヤノカンパネラ,1 ,2 ,0 ,91 ,0 ,5 ,1883324436 ,-1 ,-1 ,18 ,91 ,37 ,3 ,51 ,26 ,82 ,51 ,FALSE,151 ,71 ,0 
1734,マイネルスケルツィ,FALSE,2,0 ,1 ,7 ,1 ,2 ,グラスワンダー,アラデヤ,1 ,2 ,0 ,119 ,0 ,3 ,1883324436 ,-1 ,-1 ,43 ,89 ,47 ,1 ,31 ,25 ,97 ,70 ,FALSE,135 ,105 ,0 
1735,マイネルスターリー,FALSE,1,0 ,1 ,6 ,1 ,3 ,スターオブコジーン,スイートウインク,1 ,3 ,0 ,110 ,0 ,3 ,1883324436 ,-1 ,-1 ,12 ,67 ,36 ,1 ,66 ,33 ,25 ,60 ,FALSE,126 ,118 ,0 
1736,マイネルセレクト,FALSE,2,0 ,1 ,6 ,2 ,1 ,フォーティナイナー,ウメノアスコット,1 ,3 ,0 ,66 ,0 ,5 ,1883324436 ,-1 ,-1 ,70 ,68 ,37 ,2 ,64 ,42 ,99 ,60 ,FALSE,153 ,84 ,0 
1737,マイネルチャールズ,FALSE,2,0 ,1 ,7 ,1 ,3 ,ブライアンズタイム,マイネプリテンダー,1 ,2 ,0 ,65 ,0 ,4 ,1883324436 ,-1 ,-1 ,40 ,58 ,52 ,1 ,62 ,73 ,99 ,73 ,FALSE,122 ,126 ,0 
1738,マイネルデュプレ,FALSE,1,0 ,1 ,6 ,1 ,2 ,ペンタイア,マイネカトリーヌ,1 ,4 ,0 ,72 ,0 ,3 ,1883324436 ,-1 ,-1 ,21 ,81 ,39 ,3 ,47 ,30 ,89 ,63 ,FALSE,140 ,100 ,0 
1739,マイネルハーティー,FALSE,2,0 ,1 ,7 ,1 ,2 ,マイネルラヴ,シビルスイート,1 ,4 ,0 ,111 ,0 ,0 ,1883324436 ,-1 ,-1 ,41 ,77 ,41 ,2 ,14 ,12 ,89 ,54 ,FALSE,132 ,103 ,0 
1740,マイネルビンテージ,FALSE,1,5 ,2 ,6 ,3 ,3 ,スターオブコジーン,マイネセラヴィ,0 ,2 ,0 ,114 ,0 ,3 ,1883308052 ,-1 ,-1 ,57 ,54 ,54 ,3 ,53 ,28 ,17 ,47 ,FALSE,123 ,129 ,0 
1741,マイネルブライアン,FALSE,2,0 ,1 ,6 ,2 ,2 ,ブライアンズタイム,マイネレーベン,1 ,2 ,0 ,107 ,0 ,5 ,1883324436 ,-1 ,-1 ,66 ,51 ,32 ,2 ,65 ,57 ,70 ,35 ,FALSE,130 ,122 ,0 
1742,マイネルブラウ,FALSE,2,0 ,1 ,6 ,1 ,2 ,アンバーシャダイ,オカノブルー,1 ,3 ,0 ,117 ,0 ,5 ,1883324436 ,-1 ,-1 ,33 ,89 ,46 ,3 ,62 ,54 ,74 ,66 ,FALSE,133 ,103 ,0 
1743,マイネルプラチナム,FALSE,1,0 ,1 ,6 ,1 ,2 ,シルバーエンディング,ゴールドオーキッド,1 ,2 ,0 ,41 ,0 ,4 ,1883324436 ,-1 ,-1 ,20 ,64 ,32 ,1 ,57 ,69 ,65 ,64 ,FALSE,146 ,96 ,0 
1744,マイネルブリッジ,FALSE,2,0 ,1 ,7 ,1 ,3 ,ルション,ハシコ,1 ,2 ,0 ,118 ,0 ,3 ,1883324436 ,-1 ,-1 ,42 ,50 ,47 ,3 ,31 ,25 ,70 ,70 ,FALSE,128 ,117 ,0 
1745,マイネルブルック,FALSE,1,0 ,1 ,6 ,1 ,2 ,スターオブコジーン,ウイニングリバー,1 ,2 ,0 ,63 ,0 ,3 ,1883324436 ,-1 ,-1 ,22 ,87 ,44 ,3 ,64 ,32 ,16 ,63 ,FALSE,145 ,97 ,0 
1746,マイネルブレーブ,FALSE,2,0 ,1 ,6 ,1 ,2 ,クライムカイザー,ブレーブドーター,1 ,2 ,0 ,24 ,0 ,3 ,1883324436 ,-1 ,-1 ,38 ,49 ,42 ,1 ,50 ,26 ,89 ,65 ,FALSE,137 ,100 ,0 
1747,マイネルマックス,FALSE,4,0 ,1 ,8 ,1 ,2 ,ブライアンズタイム,サクセスウーマン,1 ,2 ,0 ,111 ,0 ,3 ,1883324436 ,-1 ,-1 ,48 ,88 ,44 ,3 ,42 ,69 ,40 ,23 ,FALSE,170 ,68 ,0 
1748,マイネルモルゲン,FALSE,1,0 ,1 ,6 ,1 ,2 ,マウントリヴァーモア,モーニングタイド,1 ,2 ,0 ,116 ,0 ,3 ,1883324436 ,-1 ,-1 ,13 ,43 ,31 ,1 ,21 ,30 ,76 ,48 ,FALSE,133 ,105 ,0 
1749,マイネルラヴ,FALSE,7,2 ,1 ,8 ,1 ,1 ,シーキングザゴールド,Heart of Joy,1 ,3 ,0 ,45 ,0 ,0 ,1883324436 ,-1 ,-1 ,54 ,78 ,88 ,3 ,92 ,63 ,81 ,60 ,FALSE,193 ,72 ,0 
1750,マイネルラクリマ,FALSE,2,0 ,1 ,6 ,1 ,2 ,チーフベアハート,ティアドロップス,1 ,2 ,0 ,72 ,0 ,5 ,1883324436 ,-1 ,-1 ,23 ,72 ,37 ,1 ,36 ,25 ,99 ,62 ,FALSE,135 ,106 ,0 
1751,マイネルリマーク,FALSE,1,0 ,1 ,6 ,1 ,2 ,メリーナイス,ミヤカツヒメ,1 ,3 ,0 ,49 ,0 ,3 ,1883324436 ,-1 ,-1 ,24 ,88 ,38 ,3 ,70 ,25 ,76 ,67 ,FALSE,141 ,96 ,0 
1752,マイネルレーニア,FALSE,3,0 ,1 ,7 ,1 ,1 ,グラスワンダー,チェリーラブ,1 ,3 ,0 ,99 ,0 ,5 ,1883324436 ,-1 ,-1 ,32 ,96 ,33 ,3 ,58 ,72 ,87 ,73 ,FALSE,163 ,77 ,0 
1753,マイネルレコルト,FALSE,2,0 ,1 ,8 ,1 ,2 ,チーフベアハート,ミヤギミノル,1 ,2 ,0 ,89 ,0 ,3 ,1883324436 ,-1 ,-1 ,41 ,66 ,49 ,1 ,65 ,26 ,56 ,37 ,FALSE,160 ,90 ,0 
1754,マイネレーツェル,FALSE,2,0 ,1 ,7 ,1 ,2 ,ステイゴールド,ケイアイベール,2 ,2 ,0 ,109 ,0 ,3 ,1883324436 ,-1 ,-1 ,44 ,89 ,49 ,3 ,33 ,72 ,73 ,64 ,FALSE,133 ,113 ,0 
1755,マイビッグボーイ,FALSE,5,3 ,20 ,8 ,3 ,4 ,アワヒーロー,Pretty Special,0 ,2 ,0 ,68 ,0 ,4 ,6 ,-1 ,-1 ,64 ,50 ,77 ,3 ,65 ,71 ,83 ,68 ,FALSE,143 ,170 ,0 
1756,マイヨジョンヌ,FALSE,2,5 ,2 ,6 ,3 ,3 ,リヴリア,アンフィニティ,1 ,2 ,0 ,119 ,0 ,3 ,1879050790 ,-1 ,-1 ,52 ,53 ,57 ,3 ,63 ,63 ,81 ,68 ,FALSE,121 ,128 ,0 
1757,マウンテンキングダム,FALSE,3,3 ,10 ,7 ,1 ,4 ,エクセラー,Star in the North,1 ,2 ,0 ,45 ,0 ,3 ,9 ,-1 ,-1 ,44 ,54 ,45 ,3 ,72 ,57 ,81 ,58 ,FALSE,144 ,145 ,0 
1758,マウンテンストーン,FALSE,1,0 ,1 ,6 ,1 ,4 ,ダンスホール,スイートミネルバ,1 ,2 ,0 ,115 ,0 ,3 ,1885340020 ,-1 ,-1 ,38 ,72 ,42 ,2 ,52 ,33 ,92 ,69 ,FALSE,121 ,140 ,0 
1759,マウントアトス ,FALSE,3,3 ,10 ,6 ,1 ,4 ,モンジュー,Ionian Sea,0 ,3 ,0 ,67 ,0 ,3 ,1879048345 ,-1 ,-1 ,32 ,54 ,56 ,3 ,68 ,43 ,77 ,51 ,FALSE,141 ,138 ,0 
1760,マキシムシャレード,FALSE,2,0 ,1 ,7 ,1 ,2 ,スリルショー,ホワイトシーガル,2 ,1 ,0 ,65 ,0 ,2 ,1879115074 ,-1 ,-1 ,39 ,83 ,44 ,3 ,68 ,28 ,84 ,68 ,FALSE,135 ,105 ,0 
1761,マキバサイクロン,FALSE,1,0 ,1 ,6 ,1 ,2 ,オランテ,アサユウコウ,1 ,2 ,0 ,91 ,0 ,0 ,1879063108 ,-1 ,-1 ,21 ,78 ,47 ,1 ,51 ,56 ,42 ,48 ,FALSE,138 ,96 ,0 
1762,マキバサイレント,FALSE,1,5 ,2 ,6 ,2 ,2 ,ベリファ,スコールディング,2 ,4 ,0 ,101 ,0 ,2 ,1879066643 ,-1 ,-1 ,78 ,79 ,38 ,1 ,77 ,56 ,73 ,54 ,FALSE,103 ,165 ,0 
1763,マキバスナイパー,FALSE,4,5 ,2 ,8 ,2 ,3 ,ペキンリュウエン,スコールディング,1 ,2 ,0 ,114 ,0 ,3 ,1879066643 ,-1 ,-1 ,86 ,81 ,62 ,3 ,85 ,41 ,64 ,37 ,FALSE,112 ,180 ,0 
1764,マキハタサイボーグ,FALSE,1,0 ,1 ,7 ,1 ,5 ,メジロブライト,シンミスアンサー,0 ,3 ,0 ,104 ,0 ,3 ,1883521365 ,-1 ,-1 ,44 ,52 ,55 ,2 ,58 ,33 ,78 ,73 ,FALSE,103 ,169 ,0 
1765,マクギンティ,FALSE,4,3 ,80 ,8 ,1 ,4 ,ワンポンドスターリング,Ernadar,1 ,2 ,0 ,54 ,0 ,3 ,1879054100 ,-1 ,-1 ,43 ,39 ,73 ,3 ,39 ,60 ,78 ,61 ,FALSE,134 ,166 ,0 
1766,マグナーテン,FALSE,3,2 ,1 ,7 ,1 ,3 ,ダンジグ,マジックナイト,0 ,2 ,0 ,112 ,0 ,3 ,1883552256 ,-1 ,-1 ,37 ,99 ,72 ,3 ,52 ,42 ,52 ,79 ,FALSE,177 ,72 ,0 
1767,マコトスパルビエロ,FALSE,2,0 ,1 ,6 ,2 ,2 ,ブライアンズタイム,マコトシュンレイ,1 ,3 ,0 ,119 ,0 ,2 ,1883453185 ,-1 ,-1 ,73 ,66 ,41 ,1 ,15 ,63 ,81 ,41 ,FALSE,133 ,107 ,0 
1768,マコトライデン,FALSE,2,5 ,2 ,6 ,2 ,1 ,タマモクロス,フェードロリエ,1 ,3 ,0 ,110 ,0 ,4 ,1883322113 ,-1 ,-1 ,78 ,56 ,28 ,2 ,38 ,25 ,52 ,47 ,FALSE,144 ,87 ,0 
1769,マザートウショウ,FALSE,1,0 ,1 ,6 ,1 ,2 ,スティールハート,エイティトウショウ,2 ,3 ,0 ,78 ,0 ,4 ,1881189459 ,-1 ,-1 ,32 ,78 ,36 ,3 ,39 ,35 ,91 ,49 ,FALSE,137 ,100 ,0 
1770,マサラッキ,FALSE,7,0 ,1 ,8 ,1 ,1 ,マグニテュード,ローズエントリー,1 ,2 ,0 ,85 ,0 ,5 ,1882343714 ,3 ,-1 ,34 ,78 ,77 ,3 ,74 ,32 ,75 ,55 ,FALSE,190 ,68 ,0 
1771,マジェスティーズプリンス,FALSE,5,3 ,20 ,8 ,3 ,4 ,ヒズマジェスティ,Pied Princess,1 ,2 ,0 ,64 ,0 ,5 ,1882325075 ,-1 ,-1 ,54 ,45 ,34 ,3 ,66 ,62 ,89 ,64 ,FALSE,151 ,167 ,0 
1772,マジカルポケット,FALSE,1,0 ,1 ,6 ,1 ,1 ,ジャングルポケット,アズワー,1 ,4 ,0 ,40 ,0 ,3 ,1883326258 ,-1 ,-1 ,32 ,82 ,22 ,3 ,69 ,39 ,56 ,52 ,FALSE,149 ,74 ,0 
1773,マジックキス,FALSE,1,0 ,1 ,6 ,1 ,1 ,サンデーサイレンス,コランディアガール,2 ,3 ,0 ,105 ,0 ,0 ,1884294485 ,-1 ,-1 ,34 ,67 ,23 ,3 ,42 ,25 ,70 ,64 ,FALSE,152 ,78 ,0 
1774,マジックナイト,FALSE,6,3 ,10 ,8 ,1 ,4 ,ルネンジョーン,Pin Up Babe,2 ,3 ,0 ,65 ,0 ,3 ,1883261506 ,-1 ,-1 ,68 ,49 ,74 ,3 ,93 ,65 ,78 ,81 ,FALSE,158 ,172 ,0 
1775,マジックリボン,FALSE,1,5 ,2 ,6 ,2 ,1 ,マークオブディスティンクション,ホリリボン,2 ,1 ,0 ,110 ,0 ,3 ,1879078194 ,-1 ,-1 ,64 ,65 ,40 ,1 ,40 ,41 ,98 ,73 ,FALSE,124 ,130 ,0 
1776,マジンプロスパー,FALSE,3,0 ,1 ,6 ,1 ,1 ,アドマイヤコジーン,ハリウッドドリーム,1 ,3 ,0 ,98 ,0 ,5 ,1881287943 ,-1 ,-1 ,33 ,73 ,26 ,1 ,97 ,54 ,95 ,51 ,FALSE,157 ,72 ,0 
1777,マストトラック,FALSE,6,3 ,20 ,8 ,2 ,3 ,ミズンマスト,Nawal,1 ,2 ,0 ,55 ,0 ,3 ,1879310370 ,-1 ,-1 ,81 ,77 ,45 ,3 ,65 ,63 ,73 ,71 ,FALSE,153 ,138 ,0 
1778,マチカネアレグロ,FALSE,1,2 ,1 ,7 ,1 ,4 ,クリスエス,My Turbulent Miss,1 ,2 ,0 ,72 ,0 ,0 ,1883382308 ,-1 ,-1 ,40 ,64 ,58 ,1 ,28 ,31 ,77 ,74 ,FALSE,114 ,140 ,0 
1779,マチカネオーラ,FALSE,1,0 ,1 ,6 ,1 ,3 ,サンデーサイレンス,マチカネベニザクラ,1 ,2 ,0 ,109 ,0 ,4 ,1883382308 ,-1 ,-1 ,18 ,67 ,48 ,2 ,52 ,41 ,69 ,55 ,FALSE,125 ,118 ,0 
1780,マチカネキンノホシ,FALSE,2,2 ,1 ,7 ,1 ,4 ,シアトルスルー,Alysbelle,1 ,4 ,0 ,92 ,0 ,3 ,1883382308 ,-1 ,-1 ,30 ,45 ,54 ,1 ,21 ,65 ,73 ,73 ,FALSE,110 ,143 ,0 
1781,マチカネタンホイザ,FALSE,3,0 ,1 ,7 ,1 ,5 ,ノーザンテースト,クリプシー,1 ,1 ,0 ,106 ,0 ,5 ,1883382308 ,-1 ,-1 ,38 ,64 ,55 ,3 ,59 ,67 ,84 ,70 ,FALSE,121 ,151 ,0 
1782,マチカネニホンバレ,FALSE,1,5 ,2 ,6 ,2 ,2 ,シンボリクリスエス,マチカネチコウヨレ,1 ,3 ,0 ,28 ,0 ,3 ,1883382308 ,-1 ,-1 ,74 ,58 ,42 ,3 ,64 ,46 ,97 ,74 ,FALSE,109 ,144 ,0 
